sth_account_id,fan_id,membership_tier,tenure_years,predicted_annual_spend,churn_probability,implied_lifetime_years,clv
STH501810,TF105292,Bronze,3,4661.080044803937,0.02,12.0,55933.0
STH508314,TF124424,Bronze,3,4660.718477597776,0.02,12.0,55929.0
STH504257,TF112495,Silver,3,4660.775615058275,0.02,12.0,55929.0
STH505579,TF116619,Bronze,8,4660.514994476165,0.02,12.0,55926.0
STH505447,TF116224,Silver,4,4660.046668042183,0.02,12.0,55921.0
STH507401,TF121855,Silver,4,4659.81382606221,0.02,12.0,55918.0
STH506216,TF118445,Bronze,5,4659.43151035808,0.062,12.0,55913.0
STH501629,TF104773,Silver,6,4658.827317256219,0.04,12.0,55906.0
STH505986,TF117820,Silver,2,4658.732390247711,0.02,12.0,55905.0
STH503162,TF109191,Silver,7,4658.098370240127,0.02,12.0,55897.0
STH501497,TF104377,Bronze,9,4657.003900717747,0.02,12.0,55884.0
STH501524,TF104445,Bronze,2,4656.950353158361,0.025,12.0,55883.0
STH500096,TF100279,Bronze,2,4656.680175705359,0.023,12.0,55880.0
STH506872,TF120354,Gold,6,4656.422499350288,0.055,12.0,55877.0
STH505100,TF115129,Silver,2,4656.316751195556,0.038,12.0,55876.0
STH508437,TF124801,Gold,3,4655.827193656236,0.02,12.0,55870.0
STH508251,TF124241,Bronze,3,4655.487150027829,0.036000000000000004,12.0,55866.0
STH506984,TF120643,Bronze,4,4655.222281673175,0.059000000000000004,12.0,55863.0
STH501063,TF103108,Bronze,4,4655.222281673175,0.068,12.0,55863.0
STH504715,TF113889,Silver,4,4654.959461049966,0.02,12.0,55860.0
STH505880,TF117485,Silver,2,4654.488777438105,0.022000000000000002,12.0,55854.0
STH505283,TF115703,Gold,5,4654.30032994424,0.02,12.0,55852.0
STH500994,TF102896,Gold,2,4654.365494789289,0.02,12.0,55852.0
STH504303,TF112617,Gold,5,4653.881121200018,0.02,12.0,55847.0
STH501143,TF103356,Bronze,6,4653.251962235979,0.057,12.0,55839.0
STH504489,TF113203,Silver,2,4653.1394954716025,0.07,12.0,55838.0
STH502965,TF108600,Silver,7,4653.194547294573,0.043,12.0,55838.0
STH504856,TF114369,Gold,4,4652.907600757105,0.02,12.0,55835.0
STH507714,TF122706,Bronze,8,4652.576671061809,0.02,12.0,55831.0
STH505093,TF115109,Silver,8,4652.46560027848,0.025,12.0,55830.0
STH503442,TF110065,Silver,3,4652.41054845551,0.046,12.0,55829.0
STH505218,TF115494,Gold,4,4652.066442534224,0.02,12.0,55825.0
STH501662,TF104867,Bronze,8,4651.794068203794,0.07,12.0,55822.0
STH505439,TF116198,Bronze,2,4651.863146166144,0.049,12.0,55822.0
STH502642,TF107678,Bronze,6,4651.711264472532,0.052000000000000005,12.0,55821.0
STH508323,TF124458,Bronze,2,4651.253821580328,0.03,12.0,55815.0
STH503900,TF111412,Gold,8,4651.032779083955,0.034,12.0,55812.0
STH504128,TF112085,Bronze,7,4651.019746877119,0.081,12.0,55812.0
STH505774,TF117185,Silver,9,4650.895495039507,0.045,12.0,55811.0
STH504586,TF113506,Silver,5,4650.904307679752,0.046,12.0,55811.0
STH501753,TF105137,Gold,3,4650.400839531205,0.032,12.0,55805.0
STH504954,TF114683,Bronze,4,4650.40525213396,0.027000000000000003,12.0,55805.0
STH507160,TF121163,Silver,7,4650.229016505583,0.049,12.0,55803.0
STH504094,TF111988,Gold,4,4649.942069968115,0.02,12.0,55799.0
STH508377,TF124605,Silver,3,4649.455226287812,0.034,12.0,55793.0
STH505839,TF117366,Bronze,9,4649.304120549609,0.078,12.0,55792.0
STH502558,TF107431,Gold,9,4649.262865676646,0.02,12.0,55791.0
STH503334,TF109711,Gold,3,4649.077837395628,0.025,12.0,55789.0
STH504934,TF114618,Bronze,7,4648.218411085684,0.049,12.0,55779.0
STH505894,TF117526,Silver,2,4648.1772200080095,0.045,12.0,55778.0
STH504965,TF114734,Silver,3,4648.057597577734,0.037000000000000005,12.0,55777.0
STH506171,TF118299,Gold,3,4648.032510867749,0.057,12.0,55776.0
STH500005,TF100009,Silver,6,4647.974609006157,0.077,12.0,55776.0
STH508233,TF124194,Silver,7,4647.9057158841215,0.025,12.0,55775.0
STH507724,TF122727,Gold,7,4647.020972805399,0.032,12.0,55764.0
STH503598,TF110522,Silver,5,4646.963142030901,0.076,12.0,55764.0
STH507390,TF121826,Bronze,6,4646.9233049504455,0.073,12.0,55763.0
STH500058,TF100190,Gold,6,4646.890996347352,0.057999999999999996,12.0,55763.0
STH506935,TF120506,Bronze,6,4646.9233049504455,0.047,12.0,55763.0
STH500474,TF101359,Bronze,5,4645.258272205495,0.054000000000000006,12.0,55743.0
STH503712,TF110850,Gold,4,4644.854862975898,0.034,12.0,55738.0
STH506612,TF119614,Gold,8,4644.740410702965,0.02,12.0,55737.0
STH507559,TF122293,Silver,7,4644.532484927549,0.028999999999999998,12.0,55734.0
STH506537,TF119414,Gold,9,4643.974034266194,0.027000000000000003,12.0,55728.0
STH501221,TF103601,Silver,6,4643.3271530333495,0.043,12.0,55720.0
STH505807,TF117281,Bronze,6,4643.27305475849,0.061,12.0,55719.0
STH504143,TF112140,Gold,8,4642.479429817536,0.02,12.0,55710.0
STH501162,TF103419,Gold,5,4642.101862808476,0.036000000000000004,12.0,55705.0
STH505387,TF116028,Silver,8,4641.869259001165,0.034,12.0,55702.0
STH503389,TF109880,Silver,9,4639.265882568809,0.027999999999999997,12.0,55671.0
STH506264,TF118605,Gold,4,4638.971701924094,0.026000000000000002,12.0,55668.0
STH505744,TF117117,Gold,5,4637.883328209522,0.034,12.0,55655.0
STH505171,TF115359,Silver,7,4637.116666570102,0.036000000000000004,12.0,55645.0
STH502139,TF106267,Bronze,5,4840.544357688777,0.087,11.49425287356322,55638.0
STH505123,TF115205,Bronze,6,4835.330878322505,0.087,11.49425287356322,55579.0
STH502994,TF108701,Gold,6,4834.265021514623,0.087,11.49425287356322,55566.0
STH508148,TF123972,Silver,2,4934.436791297692,0.08900000000000001,11.235955056179774,55443.0
STH505723,TF117059,Gold,9,4638.163504966355,0.084,11.904761904761903,55216.0
STH501952,TF105734,Platinum,7,4584.645392829207,0.024,12.0,55016.0
STH506611,TF119613,Silver,5,4840.406082589982,0.08800000000000001,11.363636363636363,55005.0
STH501013,TF102982,Platinum,2,4582.587895065388,0.02,12.0,54991.0
STH501821,TF105326,Platinum,8,4580.379624399331,0.02,12.0,54965.0
STH508312,TF124418,Platinum,3,4579.214740666593,0.02,12.0,54951.0
STH501134,TF103308,Bronze,2,4576.963171557565,0.02,12.0,54924.0
STH506440,TF119118,Silver,8,4576.561192102458,0.049,12.0,54919.0
STH502146,TF106293,Bronze,8,4575.851693316867,0.02,12.0,54910.0
STH507925,TF123307,Platinum,9,4573.935468290236,0.02,12.0,54887.0
STH506593,TF119565,Platinum,5,4573.720667436316,0.025,12.0,54885.0
STH501109,TF103245,Bronze,2,4573.743578896763,0.077,12.0,54885.0
STH506184,TF118332,Bronze,2,4573.68771989478,0.02,12.0,54884.0
STH504601,TF113547,Bronze,6,4573.623048252552,0.036000000000000004,12.0,54883.0
STH507889,TF123205,Platinum,9,4571.615456102512,0.02,12.0,54859.0
STH507830,TF123014,Bronze,5,4568.51002617629,0.04,12.0,54822.0
STH501549,TF104529,Platinum,2,4567.995448168581,0.025,12.0,54816.0
STH501233,TF103631,Bronze,2,4567.566278306279,0.057,12.0,54811.0
STH502933,TF108499,Bronze,3,4567.200681032425,0.026000000000000002,12.0,54806.0
STH504790,TF114148,Silver,3,4566.891318636156,0.052000000000000005,12.0,54803.0
STH506540,TF119422,Bronze,7,4566.651513486175,0.039,12.0,54800.0
STH508039,TF123663,Silver,8,4566.23743622591,0.036000000000000004,12.0,54795.0
STH502459,TF107189,Gold,5,4566.090225936516,0.045,12.0,54793.0
STH506261,TF118592,Silver,8,4565.813100985264,0.039,12.0,54790.0
STH502630,TF107638,Bronze,2,4565.441883554392,0.02,12.0,54785.0
STH504950,TF114669,Bronze,2,4565.36293895891,0.02,12.0,54784.0
STH505570,TF116595,Gold,2,4565.146478066504,0.02,12.0,54782.0
STH506137,TF118200,Silver,3,4564.593756540962,0.042,12.0,54775.0
STH507649,TF122518,Silver,2,4564.489676733961,0.064,12.0,54774.0
STH502178,TF106358,Bronze,8,4563.5559459519645,0.022000000000000002,12.0,54763.0
STH507474,TF122050,Silver,4,4563.450991445998,0.02,12.0,54761.0
STH508230,TF124178,Silver,4,4563.395132444014,0.02,12.0,54761.0
STH501142,TF103350,Bronze,5,4563.154438619521,0.063,12.0,54758.0
STH500176,TF100480,Bronze,2,4562.873389742931,0.055999999999999994,12.0,54754.0
STH500378,TF101061,Bronze,9,4562.654289607309,0.027999999999999997,12.0,54752.0
STH502448,TF107151,Silver,5,4562.666185427922,0.022000000000000002,12.0,54752.0
STH501628,TF104772,Silver,9,4562.517636539604,0.028999999999999998,12.0,54750.0
STH500970,TF102851,Silver,5,4562.302835685685,0.083,12.0,54748.0
STH505161,TF115318,Silver,2,4561.946051052074,0.033,12.0,54743.0
STH500572,TF101616,Gold,5,4561.826367544367,0.05,12.0,54742.0
STH500568,TF101599,Silver,3,4561.557390370499,0.02,12.0,54739.0
STH502230,TF106493,Silver,9,4561.4771017142575,0.02,12.0,54738.0
STH500770,TF102240,Bronze,4,4561.511065165682,0.08,12.0,54738.0
STH504120,TF112067,Bronze,6,4561.519901323624,0.064,12.0,54738.0
STH500777,TF102265,Bronze,8,4560.967597571245,0.05,12.0,54732.0
STH502574,TF107479,Silver,4,4560.907387949889,0.02,12.0,54731.0
STH502191,TF106391,Bronze,7,4560.68480445514,0.073,12.0,54728.0
STH501328,TF103895,Silver,8,4560.479344379646,0.025,12.0,54726.0
STH500688,TF101975,Gold,2,4559.89149439633,0.059000000000000004,12.0,54719.0
STH505333,TF115853,Bronze,6,4559.199889135902,0.067,12.0,54710.0
STH505117,TF115187,Silver,2,4559.03907562795,0.063,12.0,54708.0
STH506903,TF120429,Silver,2,4559.03907562795,0.036000000000000004,12.0,54708.0
STH500125,TF100342,Silver,3,4558.822554016871,0.047,12.0,54706.0
STH505329,TF115830,Bronze,5,4558.425567809226,0.047,12.0,54701.0
STH506027,TF117955,Bronze,2,4557.811073066067,0.081,12.0,54694.0
STH504177,TF112234,Silver,7,4557.714352735215,0.07400000000000001,12.0,54693.0
STH508346,TF124521,Bronze,6,4557.696620793134,0.079,12.0,54692.0
STH500300,TF100827,Silver,6,4557.52091627366,0.05,12.0,54690.0
STH503008,TF108735,Silver,2,4557.2780749898575,0.063,12.0,54687.0
STH502109,TF106186,Gold,6,4556.975706331962,0.022000000000000002,12.0,54684.0
STH501881,TF105537,Gold,3,4556.348766431128,0.044000000000000004,12.0,54676.0
STH506478,TF119245,Bronze,7,4556.270190462306,0.059000000000000004,12.0,54675.0
STH501035,TF103035,Bronze,2,4556.090447086643,0.040999999999999995,12.0,54673.0
STH507758,TF122807,Gold,4,4555.96067600762,0.02,12.0,54672.0
STH506187,TF118340,Bronze,8,4555.541243446214,0.066,12.0,54666.0
STH505349,TF115908,Gold,8,4555.098581369779,0.031,12.0,54661.0
STH503163,TF109192,Silver,2,4554.734471493749,0.042,12.0,54657.0
STH505317,TF115799,Bronze,4,4554.329125882553,0.035,12.0,54652.0
STH508363,TF124560,Silver,2,4554.1251469079325,0.038,12.0,54650.0
STH505004,TF114849,Bronze,9,4554.106072663501,0.051,12.0,54649.0
STH504145,TF112144,Gold,3,4553.8424984080475,0.02,12.0,54646.0
STH502617,TF107610,Silver,7,4553.8536427840445,0.033,12.0,54646.0
STH502961,TF108592,Silver,4,4553.646504071278,0.023,12.0,54644.0
STH502866,TF108328,Gold,2,4552.260683908005,0.076,12.0,54627.0
STH500671,TF101899,Gold,5,4552.177695336428,0.02,12.0,54626.0
STH508162,TF124020,Gold,7,4551.379855198301,0.040999999999999995,12.0,54617.0
STH505737,TF117099,Silver,7,4551.089736413289,0.039,12.0,54613.0
STH503046,TF108860,Gold,8,4550.65090818221,0.043,12.0,54608.0
STH502415,TF107032,Gold,7,4550.013577537624,0.02,12.0,54600.0
STH506772,TF120066,Silver,4,4548.858544549192,0.040999999999999995,12.0,54586.0
STH500002,TF100004,Gold,7,4548.615948827545,0.063,12.0,54583.0
STH500861,TF102517,Gold,7,4548.615948827545,0.048,12.0,54583.0
STH507099,TF120997,Gold,2,4548.279077043151,0.073,12.0,54579.0
STH504319,TF112661,Gold,9,4547.521493280712,0.031,12.0,54570.0
STH500631,TF101786,Silver,9,4547.088238884997,0.067,12.0,54565.0
STH500842,TF102452,Gold,9,4546.548730209545,0.078,12.0,54559.0
STH506379,TF118964,Gold,9,4546.548730209545,0.025,12.0,54559.0
STH505240,TF115574,Silver,8,4546.379182532343,0.063,12.0,54557.0
STH504403,TF112946,Gold,2,4545.448671234589,0.032,12.0,54545.0
STH500956,TF102810,Gold,6,4544.926862931264,0.05,12.0,54539.0
STH503307,TF109624,Gold,8,4544.145822651109,0.046,12.0,54530.0
STH501732,TF105071,Gold,8,4542.184768967174,0.053,12.0,54506.0
STH507823,TF122995,Silver,3,4560.6301407995825,0.084,11.904761904761903,54293.0
STH503702,TF110827,Silver,3,4650.858933369169,0.086,11.627906976744187,54080.0
STH502430,TF107090,Platinum,2,4494.0311457701555,0.02,12.0,53928.0
STH504506,TF113270,Platinum,6,4487.930795417078,0.064,12.0,53855.0
STH507300,TF121544,Platinum,5,4485.929772172814,0.027999999999999997,12.0,53831.0
STH508014,TF123579,Platinum,2,4485.5729875392035,0.02,12.0,53827.0
STH501241,TF103650,Bronze,9,4484.856773558608,0.061,12.0,53818.0
STH504493,TF113212,Gold,4,4482.951119481007,0.065,12.0,53795.0
STH507353,TF121716,Platinum,2,4482.66601211508,0.022000000000000002,12.0,53792.0
STH503481,TF110178,Platinum,7,4482.347483388743,0.02,12.0,53788.0
STH500314,TF100873,Platinum,3,4482.1046421049405,0.02,12.0,53785.0
STH501599,TF104679,Platinum,3,4480.176064460895,0.02,12.0,53762.0
STH505597,TF116680,Gold,2,4477.476728964786,0.02,12.0,53730.0
STH501659,TF104856,Silver,3,4475.969834454368,0.023,12.0,53712.0
STH506248,TF118558,Bronze,3,4475.915847108398,0.065,12.0,53711.0
STH505334,TF115868,Bronze,3,4475.515228450467,0.027999999999999997,12.0,53706.0
STH500165,TF100447,Platinum,7,4475.257027806424,0.062,12.0,53703.0
STH500178,TF100482,Gold,7,4473.710847722543,0.02,12.0,53685.0
STH504657,TF113693,Bronze,2,4473.514205206203,0.065,12.0,53682.0
STH506211,TF118430,Bronze,7,4472.599440386099,0.07200000000000001,12.0,53671.0
STH505112,TF115163,Gold,9,4472.3740998521425,0.02,12.0,53668.0
STH507553,TF122280,Silver,9,4471.596152357815,0.069,12.0,53659.0
STH506348,TF118873,Bronze,5,4471.518004571601,0.052000000000000005,12.0,53658.0
STH502525,TF107357,Silver,5,4470.980732845965,0.02,12.0,53652.0
STH502044,TF106002,Silver,2,4470.925782057919,0.02,12.0,53651.0
STH500291,TF100796,Gold,6,4470.745134331629,0.066,12.0,53649.0
STH505569,TF116594,Bronze,3,4470.560259551629,0.03,12.0,53647.0
STH501242,TF103660,Silver,3,4469.899297031466,0.022000000000000002,12.0,53639.0
STH502523,TF107350,Platinum,6,4469.562458864707,0.042,12.0,53635.0
STH502528,TF107361,Silver,6,4469.519135013942,0.055,12.0,53634.0
STH501799,TF105264,Silver,8,4469.265277023882,0.02,12.0,53631.0
STH503652,TF110679,Gold,9,4468.982628523998,0.02,12.0,53628.0
STH505780,TF117200,Bronze,5,4468.895456480009,0.027000000000000003,12.0,53627.0
STH504255,TF112487,Bronze,9,4468.774925835796,0.048,12.0,53625.0
STH500317,TF100883,Bronze,5,4468.7837384760405,0.07,12.0,53625.0
STH508295,TF124368,Silver,7,4468.79018799785,0.077,12.0,53625.0
STH505104,TF115140,Bronze,9,4468.602216507233,0.024,12.0,53623.0
STH504630,TF113625,Gold,2,4468.451994472175,0.02,12.0,53621.0
STH507793,TF122916,Silver,2,4468.3132088819975,0.036000000000000004,12.0,53620.0
STH507010,TF120724,Bronze,3,4557.62491067255,0.085,11.76470588235294,53619.0
STH505578,TF116618,Bronze,3,4468.117259942116,0.039,12.0,53617.0
STH507894,TF123223,Silver,2,4467.893977951998,0.062,12.0,53615.0
STH506718,TF119915,Gold,6,4467.777998244129,0.034,12.0,53613.0
STH506213,TF118439,Bronze,7,4467.666130778373,0.027999999999999997,12.0,53612.0
STH501406,TF104123,Silver,7,4467.281046977459,0.027000000000000003,12.0,53607.0
STH508153,TF123983,Silver,7,4467.281046977459,0.031,12.0,53607.0
STH502262,TF106573,Gold,5,4466.610001822958,0.023,12.0,53599.0
STH502167,TF106334,Bronze,9,4466.186577455078,0.062,12.0,53594.0
STH503216,TF109359,Silver,2,4465.76960538589,0.033,12.0,53589.0
STH505902,TF117556,Bronze,8,4464.543204001238,0.053,12.0,53575.0
STH504645,TF113658,Gold,4,4464.280923377475,0.023,12.0,53571.0
STH500845,TF102461,Gold,8,4464.00934269581,0.025,12.0,53568.0
STH500038,TF100110,Silver,8,4463.939526785445,0.055,12.0,53567.0
STH500964,TF102830,Gold,2,4463.270927484793,0.02,12.0,53559.0
STH502622,TF107615,Bronze,3,4463.030052949899,0.064,12.0,53556.0
STH506744,TF119998,Bronze,3,4463.030052949899,0.053,12.0,53556.0
STH502240,TF106526,Gold,6,4462.823029345292,0.034,12.0,53554.0
STH504405,TF112958,Silver,5,4462.8001614795985,0.047,12.0,53554.0
STH501007,TF102965,Gold,4,4462.452949620025,0.042,12.0,53549.0
STH504434,TF113034,Silver,7,4461.854692852427,0.078,12.0,53542.0
STH507693,TF122657,Silver,7,4461.854692852427,0.024,12.0,53542.0
STH508078,TF123772,Bronze,8,4461.696079385574,0.081,12.0,53540.0
STH503333,TF109706,Gold,8,4461.465739199702,0.02,12.0,53538.0
STH508135,TF123922,Silver,9,4460.737655412828,0.055999999999999994,12.0,53529.0
STH503856,TF111264,Silver,9,4460.666976273246,0.071,12.0,53528.0
STH501219,TF103599,Bronze,7,4460.114264885531,0.059000000000000004,12.0,53521.0
STH502489,TF107262,Silver,9,4459.884373415231,0.059000000000000004,12.0,53519.0
STH503944,TF111549,Bronze,5,4548.812219344375,0.085,11.76470588235294,53515.0
STH505680,TF116963,Bronze,9,4459.1991554759215,0.057,12.0,53510.0
STH507900,TF123240,Silver,8,4548.336736245867,0.085,11.76470588235294,53510.0
STH500387,TF101082,Gold,2,4458.6110263543105,0.031,12.0,53503.0
STH502778,TF108060,Bronze,7,4458.393638906107,0.063,12.0,53501.0
STH505722,TF117058,Gold,6,4458.094158534996,0.054000000000000006,12.0,53497.0
STH504196,TF112296,Gold,9,4457.9230112345,0.071,12.0,53495.0
STH500828,TF102398,Gold,2,4456.4879848285045,0.036000000000000004,12.0,53478.0
STH506526,TF119384,Gold,5,4456.391696369366,0.048,12.0,53477.0
STH501859,TF105469,Gold,3,4455.880466522953,0.044000000000000004,12.0,53471.0
STH505269,TF115664,Gold,9,4455.90731748672,0.028999999999999998,12.0,53471.0
STH507513,TF122167,Gold,7,4454.70352323243,0.068,12.0,53456.0
STH507578,TF122339,Gold,8,4454.377713333952,0.042,12.0,53453.0
STH504868,TF114419,Gold,4,4454.207113279636,0.037000000000000005,12.0,53450.0
STH507443,TF121964,Silver,3,4650.161450054433,0.087,11.49425287356322,53450.0
STH505676,TF116950,Gold,7,4453.054529013423,0.063,12.0,53437.0
STH501168,TF103438,Gold,6,4452.749219247453,0.036000000000000004,12.0,53433.0
STH506798,TF120154,Bronze,8,4452.573305196023,0.075,12.0,53431.0
STH502318,TF106757,Gold,9,4451.385355715861,0.026000000000000002,12.0,53417.0
STH505419,TF116135,Gold,6,4449.050234993277,0.07200000000000001,12.0,53389.0
STH507881,TF123175,Silver,9,4448.767756607613,0.062,12.0,53385.0
STH501687,TF104933,Platinum,4,4576.65781989305,0.086,11.627906976744187,53217.0
STH500223,TF100618,Gold,7,4464.807259391715,0.084,11.904761904761903,53152.0
STH504991,TF114807,Silver,2,4462.080027103751,0.084,11.904761904761903,53120.0
STH507283,TF121503,Silver,6,4553.92253590608,0.086,11.627906976744187,52953.0
STH505547,TF116508,Platinum,4,4409.051843553879,0.02,12.0,52909.0
STH506992,TF120673,Platinum,3,4395.920213279637,0.02,12.0,52751.0
STH507569,TF122326,Silver,3,5115.55081264518,0.09699999999999999,10.309278350515465,52738.0
STH502000,TF105874,Platinum,5,4392.068339486411,0.026000000000000002,12.0,52705.0
STH500014,TF100030,Bronze,9,4390.804700458531,0.071,12.0,52690.0
STH501184,TF103482,Platinum,6,4390.487250988857,0.038,12.0,52686.0
STH504938,TF114641,Platinum,9,4389.3252607506065,0.02,12.0,52672.0
STH503172,TF109235,Bronze,3,4384.994362926609,0.062,12.0,52620.0
STH502452,TF107168,Bronze,4,4384.181538664427,0.021,12.0,52610.0
STH501442,TF104217,Gold,5,4380.809177914397,0.02,12.0,52570.0
STH505733,TF117088,Bronze,8,4378.358775175935,0.047,12.0,52540.0
STH501502,TF104389,Bronze,8,4378.289805496123,0.067,12.0,52539.0
STH504314,TF112650,Bronze,8,4377.673070184291,0.022000000000000002,12.0,52532.0
STH502527,TF107360,Gold,5,4376.627694316655,0.078,12.0,52520.0
STH508384,TF124630,Gold,3,4376.3841514185215,0.048,12.0,52517.0
STH508229,TF124176,Platinum,2,4375.560479107438,0.054000000000000006,12.0,52507.0
STH500697,TF101998,Bronze,9,4374.722852735719,0.046,12.0,52497.0
STH505996,TF117850,Gold,5,4374.687714140118,0.02,12.0,52496.0
STH502755,TF107998,Gold,8,4374.440853268379,0.02,12.0,52493.0
STH506784,TF120109,Gold,9,4373.711906252287,0.026000000000000002,12.0,52485.0
STH500169,TF100469,Gold,3,4373.54614567421,0.025,12.0,52483.0
STH503782,TF111056,Gold,4,4372.873057660101,0.048,12.0,52474.0
STH501369,TF104011,Silver,8,4372.500026861289,0.045,12.0,52470.0
STH505115,TF115182,Silver,9,4371.771079845198,0.046,12.0,52461.0
STH501279,TF103780,Gold,3,4371.480328472967,0.039,12.0,52458.0
STH500527,TF101491,Gold,7,4370.755186291638,0.02,12.0,52449.0
STH506101,TF118137,Bronze,3,4369.347906459535,0.08199999999999999,12.0,52432.0
STH500368,TF101023,Gold,5,4367.056903651794,0.04,12.0,52405.0
STH502348,TF106865,Gold,2,4366.700141203961,0.078,12.0,52400.0
STH508161,TF124019,Silver,7,4655.260364495815,0.08900000000000001,11.235955056179774,52306.0
STH507273,TF121488,Gold,8,4358.273508897254,0.063,12.0,52299.0
STH507870,TF123135,Silver,2,4651.09730610996,0.08900000000000001,11.235955056179774,52260.0
STH505195,TF115435,Gold,8,4354.695648619084,0.055999999999999994,12.0,52256.0
STH501164,TF103426,Gold,7,4823.960155454359,0.09300000000000001,10.75268817204301,51871.0
STH501893,TF105571,Silver,3,4654.6822138996595,0.09,11.11111111111111,51719.0
STH500106,TF100306,Platinum,8,4308.5431691691765,0.02,12.0,51703.0
STH504037,TF111841,Platinum,4,4307.527130999394,0.02,12.0,51690.0
STH503390,TF109887,Platinum,3,4305.404961593346,0.02,12.0,51665.0
STH502455,TF107180,Platinum,8,4300.541577341253,0.027999999999999997,12.0,51606.0
STH507969,TF123418,Platinum,3,4297.058521366364,0.02,12.0,51565.0
STH507893,TF123222,Platinum,5,4294.6950370543755,0.028999999999999998,12.0,51536.0
STH504424,TF113005,Platinum,7,4292.314759544545,0.063,12.0,51508.0
STH508382,TF124623,Platinum,9,4290.2418396603,0.02,12.0,51483.0
STH503983,TF111670,Platinum,4,4288.799367748542,0.03,12.0,51466.0
STH507406,TF121874,Platinum,5,4288.610775638455,0.055999999999999994,12.0,51463.0
STH505398,TF116063,Platinum,7,4286.612526700266,0.046,12.0,51439.0
STH501493,TF104360,Silver,9,4731.852827529454,0.092,10.869565217391305,51433.0
STH506729,TF119946,Gold,3,4285.308023422382,0.02,12.0,51424.0
STH507018,TF120755,Bronze,3,4285.169290413993,0.027999999999999997,12.0,51422.0
STH503391,TF109889,Silver,3,4284.189130592356,0.02,12.0,51410.0
STH503455,TF110099,Gold,5,4283.794270388214,0.036000000000000004,12.0,51406.0
STH505556,TF116549,Platinum,9,4283.434006688658,0.047,12.0,51401.0
STH506620,TF119645,Gold,7,4282.476112604104,0.032,12.0,51390.0
STH507376,TF121774,Bronze,7,4282.253502349625,0.069,12.0,51387.0
STH503594,TF110504,Gold,8,4281.183094099292,0.02,12.0,51374.0
STH506531,TF119397,Bronze,8,4280.86545011701,0.054000000000000006,12.0,51370.0
STH502979,TF108646,Silver,5,4280.509966127694,0.07200000000000001,12.0,51366.0
STH500945,TF102756,Gold,5,4280.402799060069,0.025,12.0,51365.0
STH503688,TF110781,Bronze,9,4279.662936841608,0.043,12.0,51356.0
STH506890,TF120409,Gold,3,4279.494072574134,0.07200000000000001,12.0,51354.0
STH500166,TF100457,Gold,5,4277.672828799713,0.078,12.0,51332.0
STH500168,TF100465,Silver,9,4277.421468734762,0.036000000000000004,12.0,51329.0
STH506679,TF119808,Gold,6,4277.432060207655,0.048,12.0,51329.0
STH504312,TF112646,Bronze,5,4276.011616213672,0.066,12.0,51312.0
STH500871,TF102543,Gold,9,4275.590067558438,0.039,12.0,51307.0
STH500506,TF101449,Gold,5,4275.447830161231,0.063,12.0,51305.0
STH501305,TF103840,Gold,3,4274.1925471309,0.057,12.0,51290.0
STH507587,TF122354,Gold,8,4270.888668643024,0.057,12.0,51251.0
STH508013,TF123576,Silver,2,4457.359896745341,0.087,11.49425287356322,51234.0
STH502542,TF107390,Bronze,5,4863.9808540232825,0.095,10.526315789473685,51200.0
STH505759,TF117145,Gold,9,4265.0018354951335,0.057999999999999996,12.0,51180.0
STH506657,TF119757,Bronze,6,4935.408181536208,0.09699999999999999,10.309278350515465,50880.0
STH502496,TF107289,Gold,6,4559.463450826087,0.09,11.11111111111111,50661.0
STH501211,TF103578,Platinum,3,4211.492624741344,0.02,12.0,50538.0
STH505766,TF117166,Bronze,8,4208.954462725644,0.08,12.0,50507.0
STH502135,TF106253,Platinum,4,4208.117673454099,0.02,12.0,50497.0
STH505325,TF115822,Bronze,2,4845.0544993585145,0.096,10.416666666666666,50469.0
STH501928,TF105661,Bronze,9,5143.221285259144,0.102,9.803921568627452,50424.0
STH503495,TF110238,Platinum,2,4198.969095051405,0.069,12.0,50388.0
STH501597,TF104672,Platinum,9,4198.632766169736,0.024,12.0,50384.0
STH503082,TF108961,Platinum,9,4198.632766169736,0.021,12.0,50384.0
STH507129,TF121071,Platinum,3,4196.016596570563,0.032,12.0,50352.0
STH503287,TF109568,Bronze,7,4377.814716470091,0.087,11.49425287356322,50320.0
STH503516,TF110302,Gold,7,4190.299997003733,0.03,12.0,50284.0
STH504936,TF114627,Gold,7,4188.340162257937,0.028999999999999998,12.0,50260.0
STH502105,TF106167,Bronze,9,4186.743535217364,0.055,12.0,50241.0
STH506097,TF118123,Gold,5,4186.350725959992,0.046,12.0,50236.0
STH500834,TF102432,Gold,3,4185.441999474057,0.057,12.0,50225.0
STH501447,TF104233,Gold,7,4179.959522320082,0.063,12.0,50160.0
STH507210,TF121322,Gold,8,4178.890288969474,0.02,12.0,50147.0
STH502189,TF106388,Gold,3,4175.686882976959,0.037000000000000005,12.0,50108.0
STH507383,TF121804,Bronze,8,4184.859909057534,0.084,11.904761904761903,49820.0
STH504816,TF114223,Platinum,4,4110.641067202275,0.046,12.0,49328.0
STH500730,TF102116,Platinum,9,4101.867516007144,0.02,12.0,49222.0
STH506549,TF119442,Platinum,5,4099.35694994648,0.064,12.0,49192.0
STH503491,TF110221,Gold,2,4097.670056196901,0.021,12.0,49172.0
STH507576,TF122337,Platinum,9,4093.3093073075843,0.08199999999999999,12.0,49120.0
