sth_account_id,fan_id,churn_risk_score,reason_codes,prior_season_renewal_status
STH501264,TF103735,0.1,tenure,renewed
STH501522,TF104437,0.1,low spend per game,renewed
STH507185,TF121240,75.7,"low game attendance, low total spend",not_renewed
STH505218,TF115494,1.5,long gap since last game attended,renewed
STH501067,TF103118,44.4,"low total spend, low game attendance",renewed
STH508229,TF124176,5.4,"low email engagement, low game attendance",renewed
STH505729,TF117073,0.1,no dominant single factor,renewed
STH504830,TF114266,13.5,"low total spend, low spend per game",renewed
STH502015,TF105912,0.6,low spend per game,renewed
STH500517,TF101470,0.1,no dominant single factor,renewed
STH501164,TF103426,9.3,"long gap since last game attended, low email engagement",renewed
STH508187,TF124071,0.1,no dominant single factor,renewed
STH502960,TF108585,1.4,few emails received,renewed
STH501355,TF103961,1.1,tenure,renewed
STH508247,TF124234,0.1,low spend per game,renewed
STH505164,TF115324,44.4,"low game attendance, low total spend",renewed
STH508031,TF123632,0.1,few emails received,renewed
STH501455,TF104247,0.1,no dominant single factor,renewed
STH508000,TF123503,0.2,"low spend per game, low email engagement",renewed
STH508152,TF123980,0.6,low spend per game,renewed
STH500301,TF100831,96.7,"low total spend, low game attendance",not_renewed
STH504193,TF112286,0.2,"tenure, low spend per game",renewed
STH506494,TF119300,0.2,tenure,renewed
STH500305,TF100845,0.2,"few emails received, tenure",renewed
STH504482,TF113172,97.2,"low total spend, low game attendance",not_renewed
STH502838,TF108256,1.8,low email engagement,renewed
STH507463,TF122008,0.2,"tenure, low spend per game",renewed
STH500670,TF101895,0.1,no dominant single factor,renewed
STH502964,TF108597,0.1,tenure,renewed
STH505531,TF116462,0.1,tenure,renewed
STH503448,TF110079,0.1,tenure,renewed
STH507404,TF121865,0.2,low spend per game,renewed
STH505124,TF115207,0.1,no dominant single factor,renewed
STH503239,TF109420,0.3,"tenure, low spend per game",renewed
STH504118,TF112064,0.3,low spend per game,renewed
STH502706,TF107865,1.5,low spend per game,renewed
STH502312,TF106742,0.1,no dominant single factor,renewed
STH506930,TF120496,0.1,tenure,renewed
STH504687,TF113791,88.4,"low total spend, low game attendance",not_renewed
STH502071,TF106059,43.2,"low total spend, low game attendance",not_renewed
STH505375,TF115988,0.1,tenure,renewed
STH500141,TF100378,0.2,low email engagement,renewed
STH502570,TF107470,0.2,"low spend per game, low email engagement",renewed
STH500108,TF100309,2.6,"tenure, low email engagement",renewed
STH505773,TF117184,0.1,no dominant single factor,renewed
STH502627,TF107626,3.2,"low spend per game, tenure",renewed
STH500782,TF102275,59.7,"low game attendance, low total spend",not_renewed
STH502955,TF108567,0.6,"low email engagement, low spend per game",renewed
STH505586,TF116649,0.2,no dominant single factor,renewed
STH504659,TF113697,0.1,low email engagement,renewed
STH503601,TF110530,0.1,"tenure, low spend per game",renewed
STH507211,TF121325,0.1,tenure,renewed
STH507316,TF121605,0.0,no dominant single factor,renewed
STH507629,TF122470,2.1,no dominant single factor,renewed
STH500646,TF101814,0.1,tenure,renewed
STH505166,TF115341,90.1,"low total spend, low game attendance",not_renewed
STH502875,TF108350,43.6,"low total spend, low game attendance",renewed
STH501683,TF104927,0.8,tenure,renewed
STH502559,TF107434,0.2,"tenure, low spend per game",renewed
STH500421,TF101179,0.2,"tenure, low email engagement",renewed
STH507290,TF121516,31.9,"low game attendance, low total spend",renewed
STH501745,TF105109,1.8,no dominant single factor,renewed
STH502573,TF107478,96.9,"low total spend, low game attendance",not_renewed
STH502922,TF108475,0.1,no dominant single factor,renewed
STH500783,TF102276,0.1,no dominant single factor,renewed
STH504301,TF112611,5.4,"low game attendance, low total spend",renewed
STH508100,TF123823,0.2,low email engagement,renewed
STH502514,TF107330,15.7,"low total spend, long gap since last game attended",renewed
STH505738,TF117102,0.1,no dominant single factor,renewed
STH502021,TF105925,58.4,"low total spend, low game attendance",not_renewed
STH500978,TF102867,0.1,no dominant single factor,renewed
STH506784,TF120109,2.6,low game attendance,renewed
STH506704,TF119872,0.3,no dominant single factor,renewed
STH502023,TF105936,0.1,tenure,renewed
STH507073,TF120912,0.2,low spend per game,renewed
STH505630,TF116810,0.1,low email engagement,renewed
STH505483,TF116331,40.5,"low game attendance, low total spend",renewed
STH507189,TF121263,89.8,"low total spend, low game attendance",not_renewed
STH503047,TF108869,0.3,tenure,renewed
STH501186,TF103488,0.2,low spend per game,renewed
STH503431,TF110028,0.1,no dominant single factor,renewed
STH506687,TF119828,0.1,few emails received,renewed
STH502184,TF106368,0.1,"tenure, long gap since last game attended",renewed
STH502222,TF106477,0.1,no dominant single factor,renewed
STH507067,TF120896,0.2,no dominant single factor,renewed
STH507578,TF122339,4.2,"few emails received, low game attendance",renewed
STH505675,TF116936,95.3,"low total spend, low game attendance",not_renewed
STH507678,TF122624,0.1,low spend per game,renewed
STH504102,TF112020,0.2,tenure,renewed
STH500622,TF101763,0.2,low email engagement,renewed
STH505242,TF115581,0.2,"low spend per game, tenure",renewed
STH507648,TF122517,0.1,no dominant single factor,renewed
STH501603,TF104702,0.2,"tenure, low spend per game",renewed
STH500347,TF100957,1.2,low email engagement,renewed
STH500343,TF100946,33.2,"low game attendance, low total spend",renewed
STH508054,TF123689,0.1,low spend per game,renewed
STH502596,TF107560,0.1,tenure,renewed
STH501146,TF103366,0.2,"low spend per game, tenure",renewed
STH504263,TF112510,0.1,no dominant single factor,renewed
STH504424,TF113005,6.3,"low total spend, low spend per game",renewed
STH505806,TF117278,0.1,no dominant single factor,renewed
STH505278,TF115691,0.1,tenure,renewed
STH506497,TF119313,92.8,"low total spend, low game attendance",not_renewed
STH500234,TF100639,2.1,low email engagement,renewed
STH507203,TF121304,23.0,"tenure, low spend per game",not_renewed
STH502135,TF106253,1.5,"low total spend, low game attendance",renewed
STH507062,TF120875,0.1,tenure,renewed
STH503910,TF111433,0.2,few emails received,renewed
STH503590,TF110496,0.1,no dominant single factor,renewed
STH500763,TF102229,0.8,"low email engagement, few emails received",renewed
STH502513,TF107327,0.1,low email engagement,renewed
STH507153,TF121144,0.8,low email engagement,renewed
STH507010,TF120724,8.5,"low total spend, few emails received",renewed
STH507813,TF122966,0.2,low spend per game,renewed
STH505374,TF115986,0.1,low email engagement,renewed
STH507343,TF121684,0.1,no dominant single factor,renewed
STH507674,TF122604,0.0,no dominant single factor,renewed
STH505817,TF117302,0.2,no dominant single factor,renewed
STH505052,TF114981,0.4,low spend per game,renewed
STH500696,TF101995,0.3,low email engagement,renewed
STH505979,TF117800,8.1,"low email engagement, low spend per game",renewed
STH507896,TF123228,0.1,no dominant single factor,renewed
STH500994,TF102896,1.6,low email engagement,renewed
STH500465,TF101332,67.3,"low total spend, low game attendance",not_renewed
STH502280,TF106646,0.1,long gap since last game attended,renewed
STH502195,TF106400,3.1,"tenure, low spend per game",renewed
STH506168,TF118292,0.1,low spend per game,renewed
STH505900,TF117549,0.4,tenure,renewed
STH504065,TF111916,0.1,no dominant single factor,renewed
STH505380,TF116005,1.1,"tenure, low email engagement",renewed
STH500455,TF101298,0.6,no dominant single factor,renewed
STH505713,TF117033,0.7,"long gap since last game attended, low email engagement",renewed
STH503596,TF110520,0.2,"low email engagement, low spend per game",renewed
STH501858,TF105466,0.3,"low email engagement, low spend per game",renewed
STH503704,TF110829,1.3,tenure,renewed
STH500406,TF101130,0.2,low spend per game,renewed
STH507900,TF123240,8.5,low game attendance,renewed
STH508448,TF124835,43.0,"low email engagement, low game attendance",renewed
STH501001,TF102943,0.0,no dominant single factor,renewed
STH507248,TF121418,0.3,"low email engagement, low spend per game",renewed
STH507531,TF122222,0.2,low email engagement,renewed
STH503102,TF109025,0.1,"low spend per game, tenure",renewed
STH502508,TF107315,0.1,tenure,renewed
STH502404,TF106997,0.6,no dominant single factor,renewed
STH500101,TF100285,0.1,few emails received,renewed
STH507627,TF122465,0.1,no dominant single factor,renewed
STH507210,TF121322,1.5,low game attendance,renewed
STH501364,TF103988,0.6,"low email engagement, tenure",renewed
STH503148,TF109155,0.1,tenure,renewed
STH504926,TF114589,0.1,"tenure, low spend per game",renewed
STH503712,TF110850,3.4,"long gap since last game attended, low email engagement",renewed
STH506017,TF117924,0.1,low spend per game,renewed
STH500748,TF102166,0.1,low email engagement,renewed
STH502597,TF107561,0.1,no dominant single factor,renewed
STH507831,TF123020,0.1,low email engagement,renewed
STH504986,TF114788,0.1,"low spend per game, low email engagement",renewed
STH506126,TF118181,0.2,"low email engagement, low spend per game",renewed
STH501741,TF105097,0.1,low spend per game,renewed
STH500397,TF101107,11.6,"low game attendance, low email engagement",renewed
STH508108,TF123844,0.1,low email engagement,renewed
STH502717,TF107890,17.1,"long gap since last game attended, low email engagement",renewed
STH507999,TF123496,0.4,low email engagement,renewed
STH502538,TF107380,0.4,"low spend per game, few emails received",renewed
STH507864,TF123118,0.1,no dominant single factor,renewed
STH500311,TF100861,2.7,few emails received,renewed
STH504160,TF112185,0.1,low email engagement,renewed
STH508296,TF124377,0.1,no dominant single factor,renewed
STH502858,TF108313,0.6,"few emails received, long gap since last game attended",renewed
STH503131,TF109100,0.1,low email engagement,renewed
STH503051,TF108877,0.1,tenure,renewed
STH506909,TF120444,4.9,"tenure, low spend per game",renewed
STH505999,TF117855,0.8,tenure,renewed
STH500441,TF101248,95.9,"low total spend, low game attendance",not_renewed
STH500040,TF100116,0.1,low email engagement,renewed
STH507978,TF123437,0.5,long gap since last game attended,renewed
STH501457,TF104249,6.6,"long gap since last game attended, tenure",renewed
STH504275,TF112538,0.5,"tenure, low email engagement",renewed
STH503135,TF109107,0.1,no dominant single factor,renewed
STH501537,TF104506,0.2,"low email engagement, tenure",renewed
STH505595,TF116672,0.1,no dominant single factor,renewed
STH501642,TF104810,0.1,no dominant single factor,renewed
STH504221,TF112358,0.4,few emails received,renewed
STH500731,TF102117,0.1,tenure,renewed
STH505364,TF115950,48.3,"low game attendance, low total spend",renewed
STH506279,TF118658,0.1,no dominant single factor,renewed
STH505671,TF116928,0.1,low spend per game,renewed
STH501739,TF105085,0.1,tenure,renewed
STH507712,TF122704,2.4,"tenure, long gap since last game attended",renewed
STH504987,TF114791,0.2,low spend per game,renewed
STH501159,TF103414,6.3,"low spend per game, few emails received",renewed
STH501784,TF105225,0.3,low email engagement,renewed
STH500279,TF100764,70.0,"low total spend, low game attendance",not_renewed
STH507847,TF123065,0.3,low email engagement,renewed
STH506674,TF119799,0.1,few emails received,renewed
STH501765,TF105174,0.2,tenure,renewed
STH507895,TF123225,0.1,tenure,renewed
STH506416,TF119049,0.1,low spend per game,renewed
STH507892,TF123218,0.1,few emails received,renewed
STH507477,TF122063,86.8,"low total spend, low game attendance",not_renewed
STH504622,TF113608,0.1,low spend per game,renewed
STH500531,TF101503,3.6,"low email engagement, long gap since last game attended",renewed
STH508101,TF123824,0.2,tenure,renewed
STH506434,TF119102,0.1,tenure,renewed
STH505656,TF116891,0.1,no dominant single factor,renewed
STH506980,TF120636,0.1,few emails received,renewed
STH503227,TF109390,0.1,no dominant single factor,renewed
STH500576,TF101631,0.4,"tenure, low spend per game",renewed
STH504180,TF112240,0.1,no dominant single factor,renewed
STH503752,TF110967,0.1,no dominant single factor,renewed
STH505345,TF115901,0.3,tenure,renewed
STH508336,TF124492,0.3,"low email engagement, low spend per game",renewed
STH506482,TF119261,3.3,no dominant single factor,renewed
STH506972,TF120622,0.2,"low email engagement, tenure",renewed
STH506591,TF119557,0.3,low spend per game,renewed
STH506419,TF119056,0.1,no dominant single factor,renewed
STH500086,TF100261,0.2,tenure,renewed
STH501176,TF103452,0.5,"tenure, low email engagement",renewed
STH504087,TF111974,0.1,no dominant single factor,renewed
STH505437,TF116188,3.3,"low spend per game, low email engagement",not_renewed
STH507607,TF122410,0.1,low email engagement,renewed
STH503370,TF109826,0.2,no dominant single factor,renewed
STH504866,TF114409,0.1,low email engagement,renewed
STH504181,TF112241,0.3,low email engagement,renewed
STH507796,TF122921,0.1,tenure,renewed
STH504592,TF113526,29.3,"low game attendance, low total spend",renewed
STH501031,TF103028,5.9,"low email engagement, low spend per game",renewed
STH502653,TF107718,0.1,no dominant single factor,renewed
STH507136,TF121091,39.7,"low total spend, low spend per game",not_renewed
STH504523,TF113312,0.2,low email engagement,renewed
STH502043,TF105993,2.8,"low email engagement, tenure",renewed
STH505175,TF115366,0.1,no dominant single factor,renewed
STH506584,TF119540,0.3,tenure,renewed
STH503363,TF109793,0.2,tenure,renewed
STH508380,TF124612,0.3,"low spend per game, few emails received",renewed
STH507992,TF123473,0.2,"low spend per game, tenure",renewed
STH501610,TF104730,0.1,low spend per game,renewed
STH502422,TF107055,0.1,no dominant single factor,renewed
STH506904,TF120431,0.4,"low email engagement, tenure",renewed
STH502618,TF107611,0.1,tenure,renewed
STH506828,TF120241,98.4,"low total spend, low game attendance",not_renewed
STH507711,TF122703,0.1,"low email engagement, tenure",renewed
STH504219,TF112356,0.3,no dominant single factor,renewed
STH506163,TF118272,0.1,no dominant single factor,renewed
STH504892,TF114478,56.6,"low total spend, low game attendance",not_renewed
STH502180,TF106361,0.4,no dominant single factor,renewed
STH503017,TF108763,0.2,low email engagement,renewed
STH504605,TF113559,0.1,tenure,renewed
STH506865,TF120335,0.2,tenure,renewed
STH505864,TF117433,0.1,no dominant single factor,renewed
STH504774,TF114110,0.5,"low email engagement, low spend per game",renewed
STH507560,TF122294,0.2,"low spend per game, long gap since last game attended",renewed
STH501549,TF104529,2.5,"low spend per game, low email engagement",renewed
STH500359,TF100993,8.3,"low game attendance, low total spend",renewed
STH507826,TF123004,0.1,tenure,renewed
STH504775,TF114111,0.1,no dominant single factor,renewed
STH503853,TF111254,0.1,no dominant single factor,renewed
STH507696,TF122668,10.8,"low game attendance, low total spend",renewed
STH502257,TF106560,1.2,no dominant single factor,renewed
STH507980,TF123440,9.9,few emails received,renewed
STH505120,TF115191,36.2,"low total spend, low game attendance",renewed
STH504995,TF114827,0.9,"low spend per game, low email engagement",renewed
STH506617,TF119637,15.7,"low email engagement, low game attendance",renewed
STH508327,TF124476,42.3,"low game attendance, low total spend",not_renewed
STH504201,TF112304,90.5,"low total spend, low game attendance",not_renewed
STH506092,TF118117,0.5,"tenure, low email engagement",renewed
STH507220,TF121342,0.1,no dominant single factor,renewed
STH508274,TF124301,0.2,few emails received,renewed
STH506303,TF118714,0.1,"low email engagement, low spend per game",renewed
STH500125,TF100342,4.7,low game attendance,renewed
STH503133,TF109103,0.1,low spend per game,renewed
STH508362,TF124558,0.1,tenure,renewed
STH502433,TF107104,0.4,low spend per game,renewed
STH505883,TF117492,0.1,no dominant single factor,renewed
STH504396,TF112921,0.2,low spend per game,renewed
STH507982,TF123450,0.1,low email engagement,renewed
STH506911,TF120447,41.2,"low game attendance, low total spend",renewed
STH506172,TF118303,0.1,low email engagement,renewed
STH504846,TF114320,0.2,"low email engagement, tenure",renewed
STH503587,TF110481,0.1,no dominant single factor,renewed
STH506343,TF118861,9.5,low game attendance,renewed
STH500313,TF100865,0.2,low spend per game,renewed
STH501666,TF104884,0.0,no dominant single factor,renewed
STH505265,TF115654,33.4,"low total spend, long gap since last game attended",not_renewed
STH504811,TF114211,0.0,no dominant single factor,renewed
STH504579,TF113494,0.5,"tenure, low spend per game",renewed
STH502427,TF107078,4.7,"low email engagement, low spend per game",renewed
STH507162,TF121170,0.2,low spend per game,renewed
STH507830,TF123014,4.0,"tenure, low spend per game",renewed
STH506610,TF119610,0.2,few emails received,renewed
STH508120,TF123868,3.1,low email engagement,renewed
STH503876,TF111332,1.0,tenure,renewed
STH504716,TF113893,0.2,few emails received,renewed
STH506089,TF118111,0.1,"tenure, low spend per game",renewed
STH506490,TF119287,0.2,"low email engagement, low spend per game",renewed
STH503419,TF109996,0.1,tenure,renewed
STH504646,TF113660,0.1,tenure,renewed
STH504123,TF112075,7.3,"low spend per game, few emails received",renewed
STH501825,TF105352,3.5,long gap since last game attended,renewed
STH505923,TF117636,0.1,low spend per game,renewed
STH507282,TF121501,24.2,"low game attendance, low total spend",renewed
STH506715,TF119909,0.1,no dominant single factor,renewed
STH500355,TF100979,0.1,low spend per game,renewed
STH503922,TF111478,88.0,"low total spend, low game attendance",not_renewed
STH504652,TF113671,0.1,few emails received,renewed
STH500864,TF102527,0.1,no dominant single factor,renewed
STH506698,TF119859,1.3,no dominant single factor,renewed
STH506564,TF119485,4.3,"low email engagement, few emails received",renewed
STH505129,TF115225,0.1,tenure,renewed
STH500078,TF100240,1.2,long gap since last game attended,renewed
STH500746,TF102164,0.1,tenure,renewed
STH508068,TF123734,0.1,tenure,renewed
STH505820,TF117309,0.5,"low email engagement, low spend per game",renewed
STH504425,TF113008,0.2,tenure,renewed
STH501391,TF104070,0.1,tenure,renewed
STH508371,TF124580,0.2,few emails received,renewed
STH506840,TF120267,0.0,low email engagement,renewed
STH502867,TF108334,2.6,"low email engagement, low spend per game",renewed
STH504999,TF114836,0.7,low spend per game,renewed
STH503949,TF111567,0.1,tenure,renewed
STH507762,TF122814,0.2,"tenure, few emails received",renewed
STH505403,TF116084,0.1,no dominant single factor,renewed
STH507492,TF122105,0.1,no dominant single factor,renewed
STH507151,TF121142,0.1,tenure,renewed
STH500057,TF100186,0.1,no dominant single factor,renewed
STH500177,TF100481,0.4,low spend per game,renewed
STH504595,TF113535,98.5,"low total spend, low game attendance",not_renewed
STH507171,TF121208,0.1,no dominant single factor,renewed
STH502305,TF106726,0.1,no dominant single factor,renewed
STH504809,TF114207,96.0,"low total spend, low game attendance",not_renewed
STH508221,TF124152,98.2,"low total spend, low game attendance",not_renewed
STH508127,TF123889,0.1,no dominant single factor,renewed
STH508269,TF124286,0.1,"low email engagement, tenure",renewed
STH501988,TF105847,8.4,low email engagement,renewed
STH508142,TF123949,0.1,low spend per game,renewed
STH502258,TF106568,0.1,"low email engagement, few emails received",renewed
STH500867,TF102531,0.3,no dominant single factor,renewed
STH503627,TF110599,0.1,tenure,renewed
STH503540,TF110361,0.1,no dominant single factor,renewed
STH500241,TF100652,78.7,"low game attendance, low email engagement",not_renewed
STH503035,TF108822,0.1,low spend per game,renewed
STH500402,TF101115,0.1,"low spend per game, long gap since last game attended",renewed
STH502087,TF106113,59.6,"low total spend, low game attendance",renewed
STH503671,TF110741,0.1,no dominant single factor,renewed
STH507651,TF122524,0.1,tenure,renewed
STH505816,TF117300,0.3,"long gap since last game attended, low spend per game",renewed
STH503771,TF111019,1.5,low email engagement,renewed
STH501776,TF105205,0.2,low email engagement,renewed
STH503067,TF108925,36.0,"low game attendance, long gap since last game attended",renewed
STH505041,TF114956,0.3,tenure,renewed
STH503127,TF109078,3.1,"tenure, low email engagement",renewed
STH501897,TF105576,0.2,tenure,renewed
STH504841,TF114290,0.1,tenure,renewed
STH503737,TF110918,0.2,tenure,renewed
STH502663,TF107738,0.1,low spend per game,renewed
STH501910,TF105610,67.8,"low total spend, low game attendance",not_renewed
STH505401,TF116075,10.3,"low game attendance, low total spend",renewed
STH504678,TF113754,0.1,low spend per game,renewed
STH506378,TF118956,0.4,"tenure, low spend per game",renewed
STH508244,TF124227,0.1,low spend per game,renewed
STH502170,TF106339,0.1,tenure,renewed
STH504231,TF112389,0.5,no dominant single factor,renewed
STH505548,TF116510,0.5,low spend per game,renewed
STH502622,TF107615,6.4,"low game attendance, low email engagement",renewed
STH503086,TF108976,0.2,low email engagement,renewed
STH504690,TF113798,0.2,low spend per game,renewed
STH506533,TF119400,0.5,low email engagement,renewed
STH504209,TF112324,0.8,few emails received,renewed
STH506307,TF118729,0.1,no dominant single factor,renewed
STH505968,TF117772,93.1,"low total spend, low game attendance",not_renewed
STH506961,TF120579,0.1,low email engagement,renewed
STH502370,TF106907,0.3,tenure,renewed
STH507387,TF121818,94.8,"low total spend, low game attendance",not_renewed
STH500425,TF101189,0.1,no dominant single factor,renewed
STH505926,TF117642,4.0,long gap since last game attended,renewed
STH507672,TF122601,0.1,tenure,renewed
STH503377,TF109841,0.5,low email engagement,renewed
STH502104,TF106165,0.2,"tenure, long gap since last game attended",renewed
STH507036,TF120818,0.1,no dominant single factor,renewed
STH506027,TF117955,8.1,low email engagement,not_renewed
STH500650,TF101826,1.6,few emails received,renewed
STH506819,TF120210,0.4,"low spend per game, tenure",renewed
STH502418,TF107040,1.6,no dominant single factor,renewed
STH505910,TF117590,57.6,"low game attendance, low total spend",not_renewed
STH502965,TF108600,4.3,low email engagement,renewed
STH507031,TF120799,0.1,low spend per game,renewed
STH501110,TF103248,0.3,low email engagement,renewed
STH507235,TF121380,0.1,tenure,renewed
STH500618,TF101748,81.5,"low game attendance, low total spend",renewed
STH508459,TF124877,0.1,long gap since last game attended,renewed
STH507848,TF123066,0.1,low email engagement,renewed
STH503715,TF110855,19.9,"low total spend, low game attendance",not_renewed
STH508233,TF124194,2.5,no dominant single factor,renewed
STH501829,TF105366,90.3,"low total spend, low game attendance",not_renewed
STH507287,TF121509,0.1,low spend per game,renewed
STH507548,TF122267,0.3,tenure,renewed
STH507650,TF122520,0.1,no dominant single factor,renewed
STH505209,TF115469,55.5,"low total spend, low email engagement",renewed
STH500901,TF102635,0.1,few emails received,renewed
STH501183,TF103474,85.1,"low total spend, low game attendance",renewed
STH502165,TF106330,62.3,"low game attendance, low total spend",renewed
STH502351,TF106870,38.3,"low game attendance, low total spend",not_renewed
STH508417,TF124746,0.1,no dominant single factor,renewed
STH500179,TF100486,0.2,"tenure, low spend per game",renewed
STH505872,TF117456,0.1,tenure,renewed
STH501585,TF104635,1.2,"long gap since last game attended, low email engagement",renewed
STH508065,TF123727,55.2,"low total spend, low game attendance",renewed
STH500847,TF102463,0.4,low email engagement,renewed
STH500951,TF102772,0.1,low email engagement,renewed
STH501662,TF104867,7.0,long gap since last game attended,renewed
STH504847,TF114321,0.1,low spend per game,renewed
STH503456,TF110100,0.1,low spend per game,renewed
STH500826,TF102385,19.3,"low game attendance, low total spend",renewed
STH508191,TF124079,0.1,tenure,renewed
STH505723,TF117059,8.4,"low email engagement, low game attendance",renewed
STH501108,TF103243,0.1,tenure,renewed
STH500159,TF100437,0.1,low email engagement,renewed
STH506666,TF119783,1.9,few emails received,renewed
STH503235,TF109404,0.1,no dominant single factor,renewed
STH506472,TF119234,56.7,"low game attendance, low total spend",renewed
STH507504,TF122132,0.3,no dominant single factor,renewed
STH508162,TF124020,4.1,"low email engagement, low spend per game",renewed
STH502874,TF108347,0.1,no dominant single factor,renewed
STH507132,TF121080,0.1,no dominant single factor,renewed
STH503802,TF111119,0.1,no dominant single factor,renewed
STH501174,TF103445,0.0,no dominant single factor,renewed
STH505056,TF115000,0.4,no dominant single factor,renewed
STH505106,TF115143,0.7,long gap since last game attended,renewed
STH501386,TF104056,0.6,low email engagement,renewed
STH504111,TF112048,0.3,"low spend per game, few emails received",renewed
STH504539,TF113353,0.2,"low email engagement, tenure",renewed
STH501419,TF104155,0.1,no dominant single factor,renewed
STH500151,TF100417,32.9,"long gap since last game attended, low game attendance",renewed
STH506906,TF120438,14.2,low game attendance,renewed
STH501151,TF103385,3.7,"low spend per game, tenure",renewed
STH504793,TF114159,0.1,no dominant single factor,renewed
STH507743,TF122777,5.1,"few emails received, long gap since last game attended",renewed
STH504294,TF112593,0.2,"tenure, low spend per game",renewed
STH505566,TF116584,0.2,no dominant single factor,renewed
STH508210,TF124132,2.4,low spend per game,renewed
STH506422,TF119065,0.1,no dominant single factor,renewed
STH506561,TF119480,22.3,"low total spend, low game attendance",not_renewed
STH501904,TF105598,0.1,no dominant single factor,renewed
STH504100,TF112010,0.3,"low spend per game, low email engagement",renewed
STH504771,TF114104,0.1,tenure,renewed
STH507397,TF121840,0.1,no dominant single factor,renewed
STH508020,TF123590,0.1,"long gap since last game attended, tenure",renewed
STH502220,TF106471,0.1,long gap since last game attended,renewed
STH505768,TF117174,0.1,few emails received,renewed
STH504989,TF114803,0.1,few emails received,renewed
STH502442,TF107133,0.1,no dominant single factor,renewed
STH504043,TF111865,3.3,"few emails received, low spend per game",renewed
STH503890,TF111383,0.1,tenure,renewed
STH500586,TF101656,0.1,low spend per game,renewed
STH503905,TF111422,0.1,no dominant single factor,renewed
STH502894,TF108392,0.2,"low spend per game, low email engagement",renewed
STH505000,TF114838,0.1,tenure,renewed
STH500393,TF101095,0.1,no dominant single factor,renewed
STH504471,TF113143,0.7,"low email engagement, low spend per game",renewed
STH501385,TF104055,0.1,no dominant single factor,renewed
STH501487,TF104342,0.3,"tenure, low spend per game",renewed
STH504890,TF114473,0.1,low spend per game,renewed
STH503532,TF110344,0.2,"long gap since last game attended, low email engagement",renewed
STH508097,TF123817,10.0,low game attendance,renewed
STH504853,TF114356,0.4,"low email engagement, low spend per game",renewed
STH500759,TF102213,93.1,"low total spend, low game attendance",not_renewed
STH507749,TF122787,0.1,no dominant single factor,renewed
STH506427,TF119075,0.2,"tenure, low spend per game",renewed
STH504878,TF114444,3.1,low email engagement,renewed
STH508421,TF124756,0.1,tenure,renewed
STH503218,TF109366,0.1,"tenure, long gap since last game attended",renewed
STH507009,TF120720,0.1,tenure,renewed
STH500202,TF100536,0.2,low spend per game,renewed
STH501147,TF103373,0.1,no dominant single factor,renewed
STH507128,TF121070,1.3,no dominant single factor,renewed
STH500502,TF101439,0.1,"tenure, few emails received",renewed
STH503843,TF111232,1.1,long gap since last game attended,renewed
STH502005,TF105881,4.0,"few emails received, low email engagement",renewed
STH501629,TF104773,4.0,tenure,renewed
STH500215,TF100588,0.9,"low email engagement, tenure",renewed
STH506210,TF118424,0.1,no dominant single factor,renewed
STH500893,TF102608,0.2,long gap since last game attended,renewed
STH508005,TF123543,0.2,tenure,renewed
STH502063,TF106043,0.3,no dominant single factor,renewed
STH507547,TF122266,0.1,low spend per game,renewed
STH500142,TF100385,0.1,tenure,renewed
STH502768,TF108040,0.1,tenure,renewed
STH505330,TF115837,0.1,low spend per game,renewed
STH505405,TF116095,0.1,low spend per game,renewed
STH506085,TF118104,1.1,low spend per game,renewed
STH506755,TF120028,0.2,tenure,renewed
STH507160,TF121163,4.9,long gap since last game attended,renewed
STH501814,TF105308,0.1,no dominant single factor,renewed
STH500054,TF100174,0.1,low email engagement,renewed
STH506430,TF119092,0.1,tenure,renewed
STH503856,TF111264,7.1,low total spend,renewed
STH507575,TF122336,0.1,low spend per game,renewed
STH503082,TF108961,2.1,"low total spend, low game attendance",renewed
STH508314,TF124424,0.5,no dominant single factor,renewed
STH504515,TF113290,0.1,low spend per game,renewed
STH501899,TF105580,0.1,low email engagement,renewed
STH500430,TF101209,0.1,"low spend per game, tenure",renewed
STH501601,TF104689,0.0,no dominant single factor,renewed
STH504609,TF113577,2.6,"low email engagement, low spend per game",renewed
STH502414,TF107031,0.1,no dominant single factor,renewed
STH505342,TF115895,0.1,low spend per game,renewed
STH501267,TF103743,0.1,long gap since last game attended,renewed
STH503155,TF109169,0.1,no dominant single factor,renewed
STH507207,TF121309,0.1,few emails received,renewed
STH503981,TF111667,0.0,tenure,renewed
STH505885,TF117500,74.5,"low total spend, low game attendance",not_renewed
STH500472,TF101348,0.1,low email engagement,renewed
STH505274,TF115676,0.2,tenure,renewed
STH505472,TF116295,98.2,"low total spend, low game attendance",not_renewed
STH501764,TF105172,0.1,tenure,renewed
STH500227,TF100625,0.1,no dominant single factor,renewed
STH504513,TF113287,89.9,"low total spend, low game attendance",not_renewed
STH503253,TF109461,0.2,"few emails received, low email engagement",renewed
STH503618,TF110576,0.1,low spend per game,renewed
STH507725,TF122734,0.1,low spend per game,renewed
STH500092,TF100273,0.1,low spend per game,renewed
STH503648,TF110669,0.2,low spend per game,renewed
STH504023,TF111806,97.0,"low total spend, low game attendance",not_renewed
STH502537,TF107379,0.1,no dominant single factor,renewed
STH506697,TF119849,0.1,tenure,renewed
STH507728,TF122738,0.2,tenure,renewed
STH501154,TF103392,0.2,few emails received,renewed
STH505241,TF115576,1.1,no dominant single factor,renewed
